,Text,Class
4858,chicago covid actually lowered death rate,fake
4753,news pulitzer coronavirus coverage,fake
7438,italy follow protocol autopsy corpse died covid realised coronavirus actually virus bacterium amplified electromagnetic radiation also produce inflammation hypoxia multiple claim,fake
7066,drinking ayurvedic decoction thousand corona infected patient cured,fake
704,covid sign hope edinburgh street picture,true
732,petition filed supremecourt seeking direction government provide free covid testing laboratory including private,true
6594,thousand doctor hydroxychloroquine cure coronavirus,fake
7244,president donald trump cancelled house bill contract tracing expelled,fake
944,covid adhere lockdown norm discharged madhya pradesh coronavirusoutbreakindia twitter,true
6312,video burqa clad muslim woman denied food distributed help people current crisis india covid muslim,fake
7334,photo show gretchen whitmer mackinaw island today ignoring mask social distancing rule,fake
3614,baba ramdev patanjali launched drug coronil company claimed cure covid really cure marketing gimmick watch video find detail newsmo vertical preetichoudhry twitter xuxhbqoteu,true
6504,japanese doctor nobel prize said coronavirus artifical manufactured china,fake
1806,noting outbreak covid pandemic impacted million seafarer worldwide government extended validity continuous discharge certificate seaman month covid seafarer,true
1018,newspaper face extinction level crisis covid hard,true
5565,rotis hailing modi shared madhya pradesh india lockdown,fake
907,watch india effort battle coronavirus example country modi coronavirusoutbreak coronaviruspandemic covid twitter kcujkd,true
1693,year covid patient discharged treatment coronavirusoutbreak live update twitter bojtid,true
2791,social interaction going change post covid indiatodayinsight,true
4368,curfew issued bossier city coronavirus,fake
5589,north carolina hospital typically full across state,fake
519,covid patient tamil nadu number coronavirus death india coronaviruslockdown coronavirusoutbreak twitter razwlktn,true
814,among thing medicine include influenza vaccine anti viral drug lopinavir ritonavir used treat patient covid,true
818,perspective beating covid demand president trump work governor,true
3449,coronavirus baby aged covid,true
4830,photo woman embracing shared facebook twitter alongside claim show italian doctor died covid contracting disease patient treated,fake
1522,health ministry tuesday issued guideline bringing home remains confirmed suspected covid patient covid healthministry,true
1638,know stay well inside nation worst known outbreak covid youth prison,true
7483,whatsapp message claiming italian supermarket chain conad offering free shopping voucher italy,fake
3557,undeterred covid enforced curb social gathering israeli assembled smaller group observed sixth internationalyogaday fanfare across country,true
6812,trump bailed wall street main street,fake
7139,video street play showing muslim responsible spreading coronavirus,fake
7058,vaccine direct violation nuremberg code,fake
1700,italy diasorin approval covid antibody test twitter nzbvfwthxv,true
3526,build home covid hero council leader,true
5217,india telecasted news bollywood actor shahrukh khan donated million crore rupee pakistan tanker blast victim,fake
3734,covid confusion overshadows brendon todd traveler lead,true
6272,large muslim crowd indian city haldwani stone pelted doctor tried quarantine imam,fake
6010,claim serbia first country europe organized covid infection disease crisis response team member body director relevant institute clinic well representative relevant body,fake
3046,covid commission chief distance leaked report massive expansion,true
6833,soldier hugged coronavirus positive daughter covering plastic,fake
1883,brief pause mysuru reported covid case wednesday taking tally infected person karnataka covid,true
2592,health ministry directed anyone diagnosed suspected confirmed case covid immediately inform office authority isolate,true
379,rajnath singh said collective action need hour arrest spread covid everyone role play jantacurfewmarch,true
3775,coronavirus victoria everything know melbourne covid cluster,true
4003,garlic water treat coronavirus,fake
2251,government india sent tonne gift consignment essential medicine srilanka part ongoing covid assistance neighbourhood,true
4439,headline closure airport skopje,fake
2148,child falling mysterious inflammatory syndrome thought linked covid,true
3726,death toll confirmed covid case twitter szdjra,true
2144,daegu south korea hyeon worked hour shift nurse hospital receiving many covid patient twitter qdor swehx,true
